-11.6492 -17.2086
-5.25174 -16.1354
-9.22722 -18.8782
-14.5234 -13.9459
-7.42546 -12.786
-15.8769 -15.7467
-6.34251 -9.60429
-8.87922 -14.2094
-8.47403 -10.9167
-10.6057 -9.16795
-7.48598 -11.3286
-2.88529 -7.22696
-11.9146 -11.1417
-10.2309 -11.3114
-9.27935 -5.85578
-6.70489 -9.60837
-10.8197 -5.45504
-11.4432 -9.3613
-7.17047 -10.8643
-6.79687 -11.6167
-6.79103 -5.38525
-1.41522 -1.12997
-4.5654 -6.64196
-8.5724 -9.28584
-4.08209 -6.85742
4.3445 -7.09738
-3.96325 -6.77654
-11.7163 -0.233809
-5.79258 -2.96112
1.2602 -3.92056
-1.04857 -9.7666
-6.68448 -3.00981
-0.854227 0.0496981
-0.262975 -6.07357
-0.15678 -6.18119
-5.39751 -2.51064
-1.46222 -3.00358
1.03901 -4.34648
-5.22911 0.547808
-4.66547 -1.19122
-2.44007 -0.929522
-2.77491 4.51747
-2.58197 3.72239
0.270701 -2.58137
-4.26029 -0.73016
4.04514 -0.0720235
-1.47725 -3.61939
-0.855902 -4.211
-4.88567 0.723638
-3.64586 -0.198717
-2.8653 2.07065
-2.91085 -0.292753
-0.795436 1.48123
-5.6505 6.82387
3.43591 0.549247
4.05821 0.542396
-2.73487 9.27159
-0.328852 8.13657
-4.75531 0.515245
-0.224156 3.80691
-0.599867 6.08371
-0.813593 0.843031
0.983358 4.46223
1.27716 4.2569
1.49444 6.72113
0.12968 4.54543
5.15783 10.2032
2.2006 11.1939
0.0493189 6.74038
3.08749 2.9764
0.720146 7.66243
1.80242 10.0214
2.69527 4.92949
4.3827 10.1538
5.16681 11.2143
8.53467 6.77965
10.1473 9.9942
6.50922 6.80044
9.89559 7.93232
3.28453 13.7948
3.47235 9.44046
5.87321 9.74291
4.51072 14.4888
4.75519 11.2923
4.07994 10.3375
8.65524 12.3548
5.96011 6.32343
7.02275 9.58108
7.26932 15.5215
4.33166 8.49014
7.22975 15.1807
2.31209 11.4085
4.9415 14.6311
7.62902 14.8957
9.73097 12.8043
11.027 13.797
4.91847 16.0803
7.31141 15.832
13.2709 9.91397
10.9814 18.2604
