-11.0995 -15.8057
-6.8345 -15.0903
-9.48481 -16.9188
-13.0156 -13.6306
-8.28364 -12.8573
-13.5846 -14.3311
-7.22834 -10.2362
-8.91948 -13.3062
-8.64935 -11.1111
-10.0705 -9.9453
-7.65732 -10.8857
-4.59019 -8.15131
-10.6097 -10.7612
-9.48725 -10.8742
-8.8529 -7.23719
-6.80326 -9.23891
-9.54644 -6.47003
-9.96212 -9.0742
-7.11365 -10.0762
-6.86458 -10.5778
-6.52735 -5.9235
-2.94348 -3.08665
-5.0436 -6.76131
-7.71493 -8.5239
-4.72139 -6.90495
1.22967 -6.56492
-4.30883 -6.35103
-9.47754 -1.98921
-5.52839 -3.80741
-0.826535 -4.44704
-2.03238 -7.8444
-5.78965 -3.33987
-1.90282 -1.3002
-1.50865 -5.38238
-1.43785 -5.45413
-4.59834 -2.50709
-1.97481 -2.83572
-0.307327 -3.73098
-4.48607 -0.468128
-4.11031 -1.62748
-2.29338 -0.953014
-2.5166 2.67831
-2.38798 2.14826
-0.486199 -2.05425
-3.50686 -0.820107
2.36342 0.118651
-1.31817 -2.24626
-0.903935 -2.64067
-3.59045 0.649092
-2.76391 0.0341887
-1.9102 2.0471
-1.94057 0.471498
-0.530291 1.65416
-3.767 5.21591
2.2906 1.03283
3.03881 1.52826
-1.48991 7.34772
0.114099 6.59105
-2.83687 1.51016
0.183896 3.7046
0.266756 5.72247
0.124271 2.22869
1.32224 4.64149
1.51811 4.5046
1.66296 6.14742
1.08645 5.19695
4.43855 8.9688
2.46706 9.6293
1.03288 6.66026
3.05833 4.15093
1.81343 7.77496
2.53495 9.34763
3.13018 5.95299
4.25513 9.43588
4.77787 10.1429
7.35644 7.68643
8.43155 9.82947
6.00615 7.70029
8.26373 8.45488
3.85635 12.3632
4.3149 9.96031
5.91547 10.1619
5.00714 13.3259
5.17012 11.1948
4.71996 10.5583
8.1035 12.4032
6.30674 8.38229
7.01517 10.5541
7.17954 14.5144
5.22111 9.82676
7.4865 14.7872
4.20806 12.2724
5.961 14.4208
7.75268 14.5972
9.15398 13.2029
10.3513 14.3647
6.27898 15.8869
7.87427 15.7213
11.8473 11.776
10.6542 17.8402
